chart,indicator,value,value_lower,value_upper,value_comment,sex,age,year,source_database,notes
"HIV-positive tests - new diagnoses and retests","new_diagnoses","7112.219254897687","7039.5628241119675","7171.946996780645",,"both","15-99","2022","Shiny90",
"HIV-positive tests - new diagnoses and retests","new_diagnoses","6685.4541445990535","6601.001300300916","6775.204111669407",,"both","15-99","2023","Shiny90",
"HIV-positive tests - new diagnoses and retests","new_diagnoses","10112.909249667257","9883.627336574544","10297.274798384393",,"both","15-99","2024","Shiny90",
"Prevalence and positivity","Adult prevalence (15+) (Percent) Male+Female","1.58699","1.43939","1.80497",,"Male+Female","15+","2015","Spectrum estimates 2025 (UNAIDS/WHO)",
"Prevalence and positivity","Adult prevalence (15+) (Percent) Male+Female","1.57787","1.42735","1.78711",,"Male+Female","15+","2016","Spectrum estimates 2025 (UNAIDS/WHO)",
"Prevalence and positivity","Adult prevalence (15+) (Percent) Male+Female","1.58753","1.43825","1.80269",,"Male+Female","15+","2017","Spectrum estimates 2025 (UNAIDS/WHO)",
"Prevalence and positivity","Adult prevalence (15+) (Percent) Male+Female","1.60333","1.45301","1.81531",,"Male+Female","15+","2018","Spectrum estimates 2025 (UNAIDS/WHO)",
"Prevalence and positivity","Adult prevalence (15+) (Percent) Male+Female","1.62764","1.46268","1.84877",,"Male+Female","15+","2019","Spectrum estimates 2025 (UNAIDS/WHO)",
"Prevalence and positivity","Adult prevalence (15+) (Percent) Male+Female","1.65068","1.47681","1.8876",,"Male+Female","15+","2020","Spectrum estimates 2025 (UNAIDS/WHO)",
"Prevalence and positivity","Adult prevalence (15+) (Percent) Male+Female","1.66955","1.48847","1.92053",,"Male+Female","15+","2021","Spectrum estimates 2025 (UNAIDS/WHO)",
"Prevalence and positivity","Adult prevalence (15+) (Percent) Male+Female","1.68855","1.49929","1.94446",,"Male+Female","15+","2022","Spectrum estimates 2025 (UNAIDS/WHO)",
"Prevalence and positivity","Adult prevalence (15+) (Percent) Male+Female","1.70038","1.50574","1.97514",,"Male+Female","15+","2023","Spectrum estimates 2025 (UNAIDS/WHO)",
"Prevalence and positivity","Adult prevalence (15+) (Percent) Male+Female","1.70597","1.5041","1.99297",,"Male+Female","15+","2024","Spectrum estimates 2025 (UNAIDS/WHO)",
"Prevalence and positivity","positivity","2.4369448536747997","2.2273065695126","2.6471357473421",,"both","15-99","2015","Shiny90",
"Prevalence and positivity","positivity","2.1374683240950003","1.9475074076701002","2.3428996865381",,"both","15-99","2016","Shiny90",
"Prevalence and positivity","positivity","2.0581502097167004","1.8843842810117999","2.2383643596351",,"both","15-99","2017","Shiny90",
