chart,indicator,value,value_lower,value_upper,value_comment,sex,age,year,source_database,notes
"HIV-negative tests - first-time testers and repeat testers","tests_first","261176.56178414065","244233.17838204865","279087.1103595082",,"both","15-99","2015","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","tests_first","255306.2137550182","238620.34755118864","270623.0136712121",,"both","15-99","2016","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","tests_first","256072.51997413652","239145.50511881275","274688.2436340707",,"both","15-99","2017","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","tests_first","287358.0428362712","270843.25832207623","305919.1344821908",,"both","15-99","2018","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","tests_first","331279.81374174514","310949.8898128527","354632.10278083535",,"both","15-99","2019","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","tests_first","419427.3123017984","393361.8941664984","446536.7386959672",,"both","15-99","2020","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","tests_first","350455.6942463929","328661.29315662314","372650.7125234948",,"both","15-99","2021","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","tests_first","305673.39574819995","285021.89455288084","329052.1900276851",,"both","15-99","2022","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","tests_first","397346.90858336375","372733.07461815863","428757.842374569",,"both","15-99","2023","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","tests_first","322268.2153613869","301711.53227099084","341907.3348924601",,"both","15-99","2024","Shiny90",
"HIV-positive tests - new diagnoses and retests","retests","11308.597057792329",,,,"both","15-99","2015","(calculated)","based on retests_aware and retests_art indicator values"
"HIV-positive tests - new diagnoses and retests","retests","10963.372733188626",,,,"both","15-99","2016","(calculated)","based on retests_aware and retests_art indicator values"
"HIV-positive tests - new diagnoses and retests","retests","10079.579973498603",,,,"both","15-99","2017","(calculated)","based on retests_aware and retests_art indicator values"
"HIV-positive tests - new diagnoses and retests","retests","9401.911417959853",,,,"both","15-99","2018","(calculated)","based on retests_aware and retests_art indicator values"
"HIV-positive tests - new diagnoses and retests","retests","8530.146825427262",,,,"both","15-99","2019","(calculated)","based on retests_aware and retests_art indicator values"
"HIV-positive tests - new diagnoses and retests","retests","7939.102172194151",,,,"both","15-99","2020","(calculated)","based on retests_aware and retests_art indicator values"
"HIV-positive tests - new diagnoses and retests","retests","5415.64317520138",,,,"both","15-99","2021","(calculated)","based on retests_aware and retests_art indicator values"
"HIV-positive tests - new diagnoses and retests","retests","4064.2031728114885",,,,"both","15-99","2022","(calculated)","based on retests_aware and retests_art indicator values"
"HIV-positive tests - new diagnoses and retests","retests","3750.349082963192",,,,"both","15-99","2023","(calculated)","based on retests_aware and retests_art indicator values"
"HIV-positive tests - new diagnoses and retests","retests","2621.8153977447473",,,,"both","15-99","2024","(calculated)","based on retests_aware and retests_art indicator values"
"HIV-positive tests - new diagnoses and retests","new_diagnoses","8023.40555178759","7711.078442789145","8356.742688324186",,"both","15-99","2015","Shiny90",
"HIV-positive tests - new diagnoses and retests","new_diagnoses","7482.499874746221","7219.779171281043","7790.252713704476",,"both","15-99","2016","Shiny90",
"HIV-positive tests - new diagnoses and retests","new_diagnoses","7067.543669961307","6798.712891002068","7337.278961035196",,"both","15-99","2017","Shiny90",
"HIV-positive tests - new diagnoses and retests","new_diagnoses","7166.406325110174","6938.219818779386","7428.637806311669",,"both","15-99","2018","Shiny90",
"HIV-positive tests - new diagnoses and retests","new_diagnoses","7192.59482484919","6928.762186332063","7453.792180350326",,"both","15-99","2019","Shiny90",
"HIV-positive tests - new diagnoses and retests","new_diagnoses","7655.85059067628","7397.691716691711","7929.104268111626",,"both","15-99","2020","Shiny90",
"HIV-positive tests - new diagnoses and retests","new_diagnoses","6474.525399340344","6252.424348471613","6694.570274067186",,"both","15-99","2021","Shiny90",
"HIV-positive tests - new diagnoses and retests","new_diagnoses","5685.524543533433","5503.041657017501","5892.0930799115395",,"both","15-99","2022","Shiny90",
"HIV-positive tests - new diagnoses and retests","new_diagnoses","6307.584849327311","6115.0723765397415","6519.6712050647275",,"both","15-99","2023","Shiny90",
"HIV-positive tests - new diagnoses and retests","new_diagnoses","5603.354189247999","5448.669723506105","5752.222936665731",,"both","15-99","2024","Shiny90",
"Prevalence and positivity","Adult prevalence (15+) (Percent) Male+Female","1.36368","1.1491","1.63628",,"Male+Female","15+","2015","Spectrum estimates 2025 (UNAIDS/WHO)",
"Prevalence and positivity","Adult prevalence (15+) (Percent) Male+Female","1.31687","1.10954","1.58148",,"Male+Female","15+","2016","Spectrum estimates 2025 (UNAIDS/WHO)",
"Prevalence and positivity","Adult prevalence (15+) (Percent) Male+Female","1.26797","1.07095","1.51973",,"Male+Female","15+","2017","Spectrum estimates 2025 (UNAIDS/WHO)",
"Prevalence and positivity","Adult prevalence (15+) (Percent) Male+Female","1.22241","1.02982","1.45867",,"Male+Female","15+","2018","Spectrum estimates 2025 (UNAIDS/WHO)",
"Prevalence and positivity","Adult prevalence (15+) (Percent) Male+Female","1.17773","0.99243","1.39332",,"Male+Female","15+","2019","Spectrum estimates 2025 (UNAIDS/WHO)",
"Prevalence and positivity","Adult prevalence (15+) (Percent) Male+Female","1.13243","0.94462","1.34641",,"Male+Female","15+","2020","Spectrum estimates 2025 (UNAIDS/WHO)",
"Prevalence and positivity","Adult prevalence (15+) (Percent) Male+Female","1.08933","0.90417","1.29563",,"Male+Female","15+","2021","Spectrum estimates 2025 (UNAIDS/WHO)",
"Prevalence and positivity","Adult prevalence (15+) (Percent) Male+Female","1.04926","0.87532","1.24253",,"Male+Female","15+","2022","Spectrum estimates 2025 (UNAIDS/WHO)",
"Prevalence and positivity","Adult prevalence (15+) (Percent) Male+Female","1.01215","0.84953","1.20563",,"Male+Female","15+","2023","Spectrum estimates 2025 (UNAIDS/WHO)",
"Prevalence and positivity","Adult prevalence (15+) (Percent) Male+Female","0.98266","0.82135","1.17502",,"Male+Female","15+","2024","Spectrum estimates 2025 (UNAIDS/WHO)",
