chart,indicator,value,value_lower,value_upper,value_comment,sex,age,year,source_database,notes
"HIV-negative tests - first-time testers and repeat testers","retests_total","391825.92241379904","334908.2043545401","467949.5394460312",,"both","15-99","2024","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","tests_first","19486.291270342692","18181.34583481214","20781.081550400184",,"both","15-99","2015","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","tests_first","52287.723370093256","48882.547687766746","55780.588090139296",,"both","15-99","2016","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","tests_first","67672.7099338138","63971.42714512396","71275.27147110981",,"both","15-99","2017","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","tests_first","81718.57410854183","77545.26394342336","86106.05570667288",,"both","15-99","2018","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","tests_first","59832.93906972068","56392.070304622466","63297.0630573523",,"both","15-99","2019","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","tests_first","40509.01285792448","37941.21920752515","43266.48920412403",,"both","15-99","2020","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","tests_first","42239.93973687536","39495.77365558601","45201.578990695314",,"both","15-99","2021","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","tests_first","41865.52601337811","39212.56433223513","44394.736172812394",,"both","15-99","2022","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","tests_first","40423.10452264067","37801.198951982886","43059.1543405276",,"both","15-99","2023","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","tests_first","41143.20894372405","36697.757794004545","46453.37513457282",,"both","15-99","2024","Shiny90",
"HIV-positive tests - new diagnoses and retests","retests","854.1431665118773",,,,"both","15-99","2015","(calculated)","based on retests_aware and retests_art indicator values"
"HIV-positive tests - new diagnoses and retests","retests","1969.7836929082782",,,,"both","15-99","2016","(calculated)","based on retests_aware and retests_art indicator values"
"HIV-positive tests - new diagnoses and retests","retests","2980.1030796614687",,,,"both","15-99","2017","(calculated)","based on retests_aware and retests_art indicator values"
"HIV-positive tests - new diagnoses and retests","retests","4118.817891473512",,,,"both","15-99","2018","(calculated)","based on retests_aware and retests_art indicator values"
"HIV-positive tests - new diagnoses and retests","retests","4120.520575477383",,,,"both","15-99","2019","(calculated)","based on retests_aware and retests_art indicator values"
"HIV-positive tests - new diagnoses and retests","retests","2911.9430041897263",,,,"both","15-99","2020","(calculated)","based on retests_aware and retests_art indicator values"
"HIV-positive tests - new diagnoses and retests","retests","2487.92661982537",,,,"both","15-99","2021","(calculated)","based on retests_aware and retests_art indicator values"
"HIV-positive tests - new diagnoses and retests","retests","2633.2168758360153",,,,"both","15-99","2022","(calculated)","based on retests_aware and retests_art indicator values"
"HIV-positive tests - new diagnoses and retests","retests","2619.041773983567",,,,"both","15-99","2023","(calculated)","based on retests_aware and retests_art indicator values"
"HIV-positive tests - new diagnoses and retests","retests","2472.0159046659087",,,,"both","15-99","2024","(calculated)","based on retests_aware and retests_art indicator values"
"HIV-positive tests - new diagnoses and retests","new_diagnoses","7431.710447975194","7083.2271445856","7768.418977132828",,"both","15-99","2015","Shiny90",
"HIV-positive tests - new diagnoses and retests","new_diagnoses","16472.03342213283","15855.324739326396","17114.950902441924",,"both","15-99","2016","Shiny90",
"HIV-positive tests - new diagnoses and retests","new_diagnoses","17336.62035658543","16652.364645249967","18024.938240273776",,"both","15-99","2017","Shiny90",
"HIV-positive tests - new diagnoses and retests","new_diagnoses","18243.789951450977","17632.41588204447","18826.740135542914",,"both","15-99","2018","Shiny90",
"HIV-positive tests - new diagnoses and retests","new_diagnoses","11944.06108327172","11388.745887577472","12505.656261274573",,"both","15-99","2019","Shiny90",
"HIV-positive tests - new diagnoses and retests","new_diagnoses","8429.775794777173","8036.85344913757","8810.136697988848",,"both","15-99","2020","Shiny90",
"HIV-positive tests - new diagnoses and retests","new_diagnoses","8690.108369228998","8381.306625658148","9015.882894571683",,"both","15-99","2021","Shiny90",
"HIV-positive tests - new diagnoses and retests","new_diagnoses","7185.587628598335","6895.12113230893","7517.742211332084",,"both","15-99","2022","Shiny90",
"HIV-positive tests - new diagnoses and retests","new_diagnoses","6752.834932260746","6581.057068471341","6911.9662469792875",,"both","15-99","2023","Shiny90",
"HIV-positive tests - new diagnoses and retests","new_diagnoses","5790.78355704909","5628.547409087349","5979.3096598322345",,"both","15-99","2024","Shiny90",
"Prevalence and positivity","Adult prevalence (15+) (Percent) Male+Female","22.31988","20.79958","23.66968",,"Male+Female","15+","2015","Spectrum estimates 2025 (UNAIDS/WHO)",
"Prevalence and positivity","Adult prevalence (15+) (Percent) Male+Female","22.17237","20.6913","23.46972",,"Male+Female","15+","2016","Spectrum estimates 2025 (UNAIDS/WHO)",
"Prevalence and positivity","Adult prevalence (15+) (Percent) Male+Female","21.96863","20.51437","23.21199",,"Male+Female","15+","2017","Spectrum estimates 2025 (UNAIDS/WHO)",
"Prevalence and positivity","Adult prevalence (15+) (Percent) Male+Female","21.69372","20.29259","22.88301",,"Male+Female","15+","2018","Spectrum estimates 2025 (UNAIDS/WHO)",
"Prevalence and positivity","Adult prevalence (15+) (Percent) Male+Female","21.3581","20.06277","22.48152",,"Male+Female","15+","2019","Spectrum estimates 2025 (UNAIDS/WHO)",
"Prevalence and positivity","Adult prevalence (15+) (Percent) Male+Female","20.9739","19.75012","22.06293",,"Male+Female","15+","2020","Spectrum estimates 2025 (UNAIDS/WHO)",
"Prevalence and positivity","Adult prevalence (15+) (Percent) Male+Female","20.50703","19.30554","21.6101",,"Male+Female","15+","2021","Spectrum estimates 2025 (UNAIDS/WHO)",
"Prevalence and positivity","Adult prevalence (15+) (Percent) Male+Female","20.03241","18.86846","21.14807",,"Male+Female","15+","2022","Spectrum estimates 2025 (UNAIDS/WHO)",
"Prevalence and positivity","Adult prevalence (15+) (Percent) Male+Female","19.56169","18.44611","20.6607",,"Male+Female","15+","2023","Spectrum estimates 2025 (UNAIDS/WHO)",
"Prevalence and positivity","Adult prevalence (15+) (Percent) Male+Female","19.09421","18.00603","20.17058",,"Male+Female","15+","2024","Spectrum estimates 2025 (UNAIDS/WHO)",
"Prevalence and positivity","positivity","8.7933431758556","8.513748925985901","9.0890077218507",,"both","15-99","2015","Shiny90",
"Prevalence and positivity","positivity","6.8470363602332","6.5585189988976005","7.1513638813384",,"both","15-99","2016","Shiny90",
"Prevalence and positivity","positivity","5.0378459748331","4.8524705301357","5.2333841140216",,"both","15-99","2017","Shiny90",
"Prevalence and positivity","positivity","3.4089412712241","3.1987799767807004","3.6343982601443003",,"both","15-99","2018","Shiny90",
"Prevalence and positivity","positivity","2.7847674159205","2.655656786459","2.9271704565515",,"both","15-99","2019","Shiny90",
"Prevalence and positivity","positivity","2.8404675778805","2.7097653629778","2.9830894798919",,"both","15-99","2020","Shiny90",
"Prevalence and positivity","positivity","2.6019165402021","2.465233013426","2.7480590353006",,"both","15-99","2021","Shiny90",
"Prevalence and positivity","positivity","2.2469199145837","2.1129022065504","2.4089252328597",,"both","15-99","2022","Shiny90",
"Prevalence and positivity","positivity","2.1901609584423","2.0514791650782","2.3483127986623002",,"both","15-99","2023","Shiny90",
"Prevalence and positivity","positivity","1.8710228940641","1.669440874017","2.0772468182215",,"both","15-99","2024","Shiny90",
"Prevalence and positivity","yldnew","7.8782319706275","7.6278895391581","8.1885785644738",,"both","15-99","2015","Shiny90",
"Prevalence and positivity","yldnew","6.114811161406","5.8388685281312","6.4247095255813",,"both","15-99","2016","Shiny90",
"Prevalence and positivity","yldnew","4.2980890300143","4.1290616232112","4.4521126273902",,"both","15-99","2017","Shiny90",
"Prevalence and positivity","yldnew","2.7764188000102","2.5783842357422997","2.9921793639725003",,"both","15-99","2018","Shiny90",
"Prevalence and positivity","yldnew","2.0714664209057","1.9691637680961","2.1756157021280997",,"both","15-99","2019","Shiny90",
"Prevalence and positivity","yldnew","2.1122064500302002","2.0063841800549","2.2182253878757",,"both","15-99","2020","Shiny90",
"Prevalence and positivity","yldnew","2.0226824902236","1.9000285740307","2.1468531658368",,"both","15-99","2021","Shiny90",
"Prevalence and positivity","yldnew","1.6443832598171","1.5335076798206","1.7697283568831002",,"both","15-99","2022","Shiny90",
"Prevalence and positivity","yldnew","1.5795533564898","1.4675742702047","1.6941606756329002",,"both","15-99","2023","Shiny90",
"Prevalence and positivity","yldnew","1.3112158453458","1.1392713293456","1.4928936774448",,"both","15-99","2024","Shiny90",
"Prevalence and positivity","Treatment adjusted Prevalence","7.336667010004697",,,,,,"2015","(calculated)","based on population, estimated PLHIV, and estimated PLHIV on ART data values"
"Prevalence and positivity","Treatment adjusted Prevalence","6.2290357743294615",,,,,,"2016","(calculated)","based on population, estimated PLHIV, and estimated PLHIV on ART data values"
