chart,indicator,value,value_lower,value_upper,value_comment,sex,age,year,source_database,notes
"HIV tests conducted and positivity at facility level","Per Facility-Facility Provider Init","0.3",,,"validated","All sexes","All ages","2024","Global AIDS Monitoring 2025","0.3"
"HIV tests conducted and positivity at facility level","Den Facility-Facility Anc","420006",,,"validated","All sexes","All ages","2024","Global AIDS Monitoring 2025","420006"
"HIV tests conducted and positivity at facility level","Per Facility-Facility Anc",,,,"validated","All sexes","All ages","2024","Global AIDS Monitoring 2025","0"
"HIV tests conducted and positivity at facility level","Den Facility-Facility Vct","327392",,,"validated","All sexes","All ages","2024","Global AIDS Monitoring 2025","327392"
"HIV tests conducted and positivity at facility level","Per Facility-Facility Vct","0.4",,,"validated","All sexes","All ages","2024","Global AIDS Monitoring 2025","0.4"
"HIV tests conducted and positivity at facility level","Den Facility-Facility All","1780306",,,"validated","All sexes","All ages","2024","Global AIDS Monitoring 2025","1780306"
"HIV tests conducted and positivity at facility level","Per Facility-Facility All","0.2",,,"validated","All sexes","All ages","2024","Global AIDS Monitoring 2025","0.2"
"HIV self-tests","Self Test Distributed-Data Value",,,,"validated","All sexes","All ages","2019","Global AIDS Monitoring 2020",
"HIV self-tests","Self Test Distributed-Data Value","1106",,,"validated","All sexes","All ages","2022","Global AIDS Monitoring 2023","1106"
"HIV self-tests","Self Test Distributed-Data Value","2023",,,"validated","All sexes","All ages","2023","Global AIDS Monitoring 2024","2023"
"HIV self-tests","Self Test Distributed-Data Value","6617",,,"validated","All sexes","All ages","2024","Global AIDS Monitoring 2025","6617"
"WHO Integrated HIV RDT forecast","HIV RDT Demand Forecast - Total Volume","1791920.942198376",,,,,,"2024","EIC and WHO HIV RDT Landscape Report 2024",
"WHO Integrated HIV RDT forecast","HIV RDT Demand Forecast - Total Volume","1816496.006603106",,,,,,"2025","EIC and WHO HIV RDT Landscape Report 2024",
"WHO Integrated HIV RDT forecast","HIV RDT Demand Forecast - Total Volume","1854513.5214862558",,,,,,"2026","EIC and WHO HIV RDT Landscape Report 2024",
"WHO Integrated HIV RDT forecast","HIV RDT Demand Forecast - Total Volume","1892839.9981951294",,,,,,"2027","EIC and WHO HIV RDT Landscape Report 2024",
"WHO Integrated HIV RDT forecast","HIV RDT Demand Forecast - Total Volume","1930703.0186375794",,,,,,"2028","EIC and WHO HIV RDT Landscape Report 2024",
